gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
15384,The Real Adventure,"Webster, Henry Kitchell",3868,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE
15385,A Cathedral Singer,"Allen, James Lane",869,en,NA,Public domain in the USA.,TRUE
15386,"The Great Round World and What Is Going On In It, Vol. 1, No. 18, March 11, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15387,Jorrocks' Jaunts and Jollities,"Surtees, Robert Smith",6028,en,Animals-Wild-Trapping,Public domain in the USA.,TRUE
15389,"True Riches; Or, Wealth Without Wings","Arthur, T. S. (Timothy Shay)",1513,en,NA,Public domain in the USA.,TRUE
15390,"Evangeline
with Notes and Plan of Study","Longfellow, Henry Wadsworth",16,en,Poetry,Public domain in the USA.,TRUE
15391,"American Eloquence, Volume 1
Studies In American Political History (1896)",NA,NA,en,NA,Public domain in the USA.,TRUE
15392,"American Eloquence, Volume 2
Studies In American Political History (1896)",NA,NA,en,NA,Public domain in the USA.,TRUE
15393,"American Eloquence, Volume 3
Studies In American Political History (1897)",NA,NA,en,NA,Public domain in the USA.,TRUE
15394,"American Eloquence, Volume 4
Studies In American Political History (1897)",NA,NA,en,NA,Public domain in the USA.,TRUE
15396,"Tender Buttons
Objects—Food—Rooms","Stein, Gertrude",6032,en,NA,Public domain in the USA.,TRUE
15398,"Narrative of the Life and Adventures of Henry Bibb, an American Slave, Written by Himself","Bibb, Henry",6033,en,African American Writers/Slavery,Public domain in the USA.,TRUE
15399,"The Interesting Narrative of the Life of Olaudah Equiano, Or Gustavus Vassa, The African
Written By Himself","Equiano, Olaudah",6034,en,Africa,Public domain in the USA.,TRUE
15400,"Renaissance in Italy, Volume 1 (of 7)
The Age of the Despots","Symonds, John Addington",1504,en,NA,Public domain in the USA.,TRUE
15401,"The Great Lone Land
A Narrative of Travel and Adventure in the North-West of America","Butler, William Francis, Sir",6035,en,NA,Public domain in the USA.,TRUE
15402,What Answer?,"Dickinson, Anna E. (Anna Elizabeth)",6036,en,NA,Public domain in the USA.,TRUE
15404,"The Great Round World and What Is Going On In It, Vol. 1, No. 19, March 18, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15405,"Notes and Queries, Number 57, November 30, 1850",Various,116,en,Notes and Queries,Public domain in the USA.,TRUE
15406,The Little Red Chimney: Being the Love Story of a Candy Man,"Leonard, Mary Finley",6037,en,NA,Public domain in the USA.,TRUE
15407,"The Cyder-Maker's Instructor, Sweet-Maker's Assistant, and Victualler's and Housekeeper's Director
In Three Parts","Chapman, Thomas",6038,en,Cookbooks and Cooking,Public domain in the USA.,TRUE
15408,"Three Lives
Stories of The Good Anna, Melanctha and The Gentle Lena","Stein, Gertrude",6032,en,NA,Public domain in the USA.,TRUE
15409,An Elegy Wrote in a Country Church Yard (1751) and The Eton College Manuscript,"Gray, Thomas",4626,en,NA,Public domain in the USA.,TRUE
15410,A Little Pilgrim in the Unseen,"Oliphant, Mrs. (Margaret)",963,en,NA,Public domain in the USA.,TRUE
15411,"A Voyage to the South Sea
Undertaken by command of His Majesty for the purpose of conveying the bread-fruit tree to the West Indies in His Majesty's ship the Bounty commanded by Lieutenant William Bligh; including an account of the mutiny on board the said ship and the subsequent voyage of part of the crew in the ship's boat from Tofoa, one of the Friendly Islands, to Timor, a Dutch settlement in the East Indies","Bligh, William",6039,en,NA,Public domain in the USA.,TRUE
15412,"The Virgin-Birth of Our Lord
A paper read (in substance) before the confraternity of the Holy Trinity at Cambridge","Randolph, B.  W. (Berkeley William)",6040,en,NA,Public domain in the USA.,TRUE
15413,"The Book of Three Hundred Anecdotes
Historical, Literary, and Humorous—A New Selection",Various,116,en,NA,Public domain in the USA.,TRUE
15414,The Littlest Rebel,"Peple, Edward",3002,en,US Civil War,Public domain in the USA.,TRUE
15415,"Tramping on Life
An Autobiographical Narrative","Kemp, Harry",6041,en,NA,Public domain in the USA.,TRUE
15416,The Spinners,"Phillpotts, Eden",665,en,NA,Public domain in the USA.,TRUE
15417,"Scientific American Supplement, No. 388, June 9, 1883",Various,116,en,Scientific American,Public domain in the USA.,TRUE
15419,Letters to a Daughter and A Little Sermon to School Girls,"Starrett, Helen Ekin",6043,en,NA,Public domain in the USA.,TRUE
15420,Broken Homes: A Study of Family Desertion and its Social Treatment,"Colcord, Joanna C. (Joanna Carver)",6044,en,NA,Public domain in the USA.,TRUE
15422,Israel Potter: His Fifty Years of Exile,"Melville, Herman",9,en,NA,Public domain in the USA.,TRUE
15424,"Ella Barnwell
A Historical Romance of Border Life","Bennett, Emerson",6048,en,NA,Public domain in the USA.,TRUE
15425,"A General History and Collection of Voyages and Travels, Volume 17
Arranged in Systematic Order: Forming a Complete History
of the Origin and Progress of Navigation, Discovery, and
Commerce, by Sea and Land, from the Earliest Ages to the
Present Time","Kerr, Robert",3594,en,NA,Public domain in the USA.,TRUE
15426,Pixy's Holiday Journey,"Lang, George",6049,en,NA,Public domain in the USA.,TRUE
15427,"Notes and Queries, Number 59, December 14, 1850",Various,116,en,Notes and Queries,Public domain in the USA.,TRUE
15428,"The Great Round World and What Is Going On In It, Vol. 1, No. 20, March 25, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15429,Thomas Henry Huxley: A Character Sketch,"Huxley, Leonard",1694,en,NA,Public domain in the USA.,TRUE
15430,The Lever: A Novel,"Orcutt, William Dana",6050,en,NA,Public domain in the USA.,TRUE
15431,Success: A Novel,"Adams, Samuel Hopkins",1635,en,NA,Public domain in the USA.,TRUE
15432,"Henry Brocken
His Travels and Adventures in the Rich, Strange, Scarce-Imaginable Regions of Romance","De la Mare, Walter",1108,en,NA,Public domain in the USA.,TRUE
15435,"Object Lessons on the Human Body
A Transcript of Lessons Given in the Primary Department of School No. 49, New York City",NA,NA,en,Physiology,Public domain in the USA.,TRUE
15436,"Journal of a Voyage from Okkak, on the Coast of Labrador, to Ungava Bay, Westward of Cape Chudleigh
Undertaken to Explore the Coast, and Visit the Esquimaux in That Unknown Region",NA,NA,en,Travel,Public domain in the USA.,TRUE
15437,"The Letters of Lord Nelson to Lady Hamilton, Vol II.
With A Supplement Of Interesting Letters By Distinguished Characters","Nelson, Horatio Nelson, Viscount",6057,en,Napoleonic(Bookshelf),Public domain in the USA.,TRUE
15438,The Bells of San Juan,"Gregory, Jackson",3384,en,NA,Public domain in the USA.,TRUE
15439,"Punch, or the London Charivari, Volume 103, October 1, 1892",Various,116,en,Punch,Public domain in the USA.,TRUE
15441,"Punch, or the London Charivari, Volume 103, October 8, 1892",Various,116,en,Punch,Public domain in the USA.,TRUE
15442,"Punch, or the London Charivari, Volume 101, October 31, 1891",Various,116,en,Punch,Public domain in the USA.,TRUE
15443,Heiress of Haddon,"Doubleday, W. E. (William Elliott)",6059,en,NA,Public domain in the USA.,TRUE
15444,The City and the World and Other Stories,"Kelley, Francis Clement, Bp.",6060,en,NA,Public domain in the USA.,TRUE
15445,"The Philippine Islands, 1493-1898 — Volume 14 of 55
1606-1609
Explorations by Early Navigators, Descriptions of the Islands and Their Peoples, Their History and Records of The Catholic Missions, As Related in Contemporaneous Books and Manuscripts, Showing the Political, Economic, Commercial and Religious Conditions of Those Islands from Their Earliest Relations with European Nations to the Close of the Nineteenth Century",NA,NA,en,NA,Public domain in the USA.,TRUE
15446,"Vocal Mastery
Talks with Master Singers and Teachers, Comprising Interviews with Caruso, Farrar, Maurel, Lehmann, and Others","Brower, Harriette",4981,en,Music,Public domain in the USA.,TRUE
15447,A History of English Romanticism in the Eighteenth Century,"Beers, Henry A. (Henry Augustin)",4050,en,NA,Public domain in the USA.,TRUE
15448,"Elizabethan Sonnet Cycles: Idea, Fidesa and Chloris",NA,NA,en,NA,Public domain in the USA.,TRUE
15449,New Faces,"Kelly, Myra",2137,en,NA,Public domain in the USA.,TRUE
15450,"Against Home Rule (1912)
The Case for the Union",NA,NA,en,NA,Public domain in the USA.,TRUE
15451,"The Great Round World And What Is Going On In It, Vol. 1. No. 21, April 1, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15452,"The Great Round World And What Is Going On In It, Vol. 1, No. 22, April 8, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15453,"Punch, or the London Charivari, Volume 103, October 15, 1892",Various,116,en,Punch,Public domain in the USA.,TRUE
15454,Imperium in Imperio: A Study of the Negro Race Problem. A Novel,"Griggs, Sutton E. (Sutton Elbert)",6067,en,NA,Public domain in the USA.,TRUE
15455,"Life's Progress Through the Passions; Or, The Adventures of Natura","Haywood, Eliza Fowler",3687,en,NA,Public domain in the USA.,TRUE
15456,McGuffey's Eclectic Spelling Book,"McGuffey, Alexander H. (Alexander Hamilton)",44779,en,NA,Public domain in the USA.,TRUE
15457,"The Great Round World And What Is Going On In It, Vol. 1. No. 23, April 15, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15460,A Course In Wood Turning,NA,NA,en,Crafts/Technology/Woodwork,Public domain in the USA.,TRUE
15461,The Lives of the Most Famous English Poets (1687),"Winstanley, William",6073,en,NA,Public domain in the USA.,TRUE
15464,Foods That Will Win the War and How to Cook Them (1918),NA,NA,en,World War I/Cookbooks and Cooking,Public domain in the USA.,TRUE
15465,Parisian Points of View,"Halévy, Ludovic",1344,en,France,Public domain in the USA.,TRUE
15466,Victorian Short Stories of Troubled Marriages,NA,NA,en,Short Stories,Public domain in the USA.,TRUE
15467,The First Soprano,"Hitchcock, Mary",6082,en,NA,Public domain in the USA.,TRUE
15468,Lectures on Popular and Scientific Subjects,"Caithness, James Sinclair, 14th earl of",6083,en,NA,Public domain in the USA.,TRUE
15469,"The Letters of Lord Nelson to Lady Hamilton, Vol. I.
With A Supplement Of Interesting Letters By Distinguished Characters","Nelson, Horatio Nelson, Viscount",6057,en,Napoleonic(Bookshelf),Public domain in the USA.,TRUE
15470,Inez: A Tale of the Alamo,"Evans, Augusta J. (Augusta Jane)",1399,en,NA,Public domain in the USA.,TRUE
15471,"The Great Round World And What Is Going On In It, Vol. 1, No. 24, April 22, 1897
A Weekly Magazine for Boys and Girls",Various,116,en,The Great Round World And What Is Going On In It,Public domain in the USA.,TRUE
15472,Emblems of Love,"Abercrombie, Lascelles",3649,en,NA,Public domain in the USA.,TRUE
15473,Love Stories,"Rinehart, Mary Roberts",183,en,NA,Public domain in the USA.,TRUE
15474,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1
Books 1, 2 and 3",NA,NA,en,NA,Public domain in the USA.,TRUE
15475,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 2
Books 4, 5, 6 and 7",NA,NA,en,NA,Public domain in the USA.,TRUE
15476,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 3
Books 8, 9, 10, 11 and 12",NA,NA,en,NA,Public domain in the USA.,TRUE
15477,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 4
Books 13, 14, 15, 16, 17 and 18",NA,NA,en,NA,Public domain in the USA.,TRUE
15478,"New York Times Current History: The European War, Vol 2, No. 1, April, 1915
April-September, 1915",Various,116,en,Current History,Public domain in the USA.,TRUE
15479,"New York Times Current History; The European War, Vol 2, No. 2, May, 1915
April-September, 1915",Various,116,en,Current History,Public domain in the USA.,TRUE
15480,"New York Times Current History; The European War, Vol 2, No. 3, June, 1915
April-September, 1915",Various,116,en,Current History,Public domain in the USA.,TRUE
15481,"Chambers's Edinburgh Journal, No. 423
Volume 17, New Series, February 7, 1852",Various,116,en,Chambers's Edinburgh Journal,Public domain in the USA.,TRUE
15482,The Primrose Ring,"Sawyer, Ruth",6085,en,NA,Public domain in the USA.,TRUE
15483,Rambles and Recollections of an Indian Official,"Sleeman, William",6086,en,India,Public domain in the USA.,TRUE
15484,"The Care and Feeding of Children
A Catechism for the Use of Mothers and Children's Nurses","Holt, L. Emmett (Luther Emmett)",6087,en,NA,Public domain in the USA.,TRUE
15485,Catharine,"Adams, Nehemiah",5596,en,NA,Public domain in the USA.,TRUE
15486,Edna's Sacrifice and Other Stories,"Baden, Frances Henshaw",6089,en,NA,Public domain in the USA.,TRUE
15487,Democracy and Social Ethics,"Addams, Jane",602,en,NA,Public domain in the USA.,TRUE
15488,Woman's Life in Colonial Days,"Holliday, Carl",6090,en,Children's History,Public domain in the USA.,TRUE
15489,Dream Psychology: Psychoanalysis for Beginners,"Freud, Sigmund",391,en,Psychology,Public domain in the USA.,TRUE
15490,"The Young Lady's Mentor
A Guide to the Formation of Character. In a Series of Letters to Her Unknown Friends",Anonymous,216,en,NA,Public domain in the USA.,TRUE
15491,"Micrographia
Some Physiological Descriptions of Minute Bodies Made by Magnifying Glasses with Observations and Inquiries Thereupon","Hooke, Robert",6091,en,Microscopy,Public domain in the USA.,TRUE
15492,A Doll's House,"Ibsen, Henrik",861,en,Best Books Ever Listings,Public domain in the USA.,TRUE
15493,The Lancashire Witches: A Romance of Pendle Forest,"Ainsworth, William Harrison",1056,en,Historical Fiction,Public domain in the USA.,TRUE
15494,"Dew Drops, Vol. 37, No. 09, March 1, 1914",Various,116,en,Dew Drops,Public domain in the USA.,TRUE
15495,In a Green Shade: A Country Commentary,"Hewlett, Maurice",1864,en,NA,Public domain in the USA.,TRUE
15496,"The Militants
Stories of Some Parsons, Soldiers, and Other Fighters in the World","Andrews, Mary Raymond Shipman",1687,en,NA,Public domain in the USA.,TRUE
15498,Trumps,"Curtis, George William",2048,en,NA,Public domain in the USA.,TRUE
15502,The Desert Valley,"Gregory, Jackson",3384,en,NA,Public domain in the USA.,TRUE
15503,"The Underworld
The Story of Robert Sinclair, Miner","Welsh, James C.",6093,en,NA,Public domain in the USA.,TRUE
15504,"Mr. Edward Arnold's New and Popular Books, December, 1901",NA,NA,en,NA,Public domain in the USA.,TRUE
15506,"Philip Winwood
A Sketch of the Domestic History of an American Captain in the War of Independence; Embracing Events that Occurred between and during the Years 1763 and 1786, in New York and London: written by His Enemy in War, Herbert Russell, Lieutenant in the Loyalist Forces.","Stephens, Robert Neilson",2907,en,NA,Public domain in the USA.,TRUE
15507,"Charles Duran
Or, The Career of a Bad Boy
By the author of ""The Waldos""",NA,NA,en,NA,Public domain in the USA.,TRUE
15508,Stephen A. Douglas: A Study in American Politics,"Johnson, Allen",1084,en,NA,Public domain in the USA.,TRUE
15509,Laurier: A Study in Canadian Politics,"Dafoe, John Wesley",6097,en,Canada,Public domain in the USA.,TRUE
15510,"Advice to Young Men
And (Incidentally) to Young Women in the Middle and Higher Ranks of Life. In a Series of Letters, Addressed to a Youth, a Bachelor, a Lover, a Husband, a Father, a Citizen, or a Subject.","Cobbett, William",6098,en,NA,Public domain in the USA.,TRUE
15511,Mr. Pat's Little Girl: A Story of the Arden Foresters,"Leonard, Mary Finley",6037,en,NA,Public domain in the USA.,TRUE
15512,"Punch, or the London Charivari, Volume 152, May 23, 1917",Various,116,en,Punch,Public domain in the USA.,TRUE
15516,"The Religions of Japan, from the Dawn of History to the Era of Méiji","Griffis, William Elliot",2568,en,NA,Public domain in the USA.,TRUE
